Timestamp,Originator,OriginatorID,Event,Parameter,Shepherd,Wolf,Wolf,Wolf
5.878,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
5.927,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
5.977,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
6.027,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
6.077,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
6.126,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
6.176,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
6.226,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
6.275,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
6.325,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
6.375,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
6.424,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
6.474,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
6.524,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
6.574,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
6.623,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
6.673,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
6.723,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
6.772,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
6.822,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
6.872,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
6.921,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
6.971,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
7.021,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
7.071,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
7.120,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
7.170,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
7.220,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
7.269,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
7.319,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
7.369,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
7.418,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
7.468,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
7.518,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
7.568,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
7.617,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
7.667,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
7.717,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
7.766,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
7.816,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
7.866,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
7.915,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
7.965,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
8.015,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
8.065,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
8.114,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
8.164,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
8.214,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
8.263,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
8.313,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
8.363,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
8.412,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
8.462,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
8.512,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
8.562,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999738:407.9565:-0.0005651576:0.111238:6.325958E-05:0.9937937,253.2251:-0.02999765:409.9271:-0.0005904236:0.1174196:6.981024E-05:0.9930822
8.611,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
8.661,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999744:407.9565:-0.0005651582:0.111238:6.325965E-05:0.9937937,253.2251:-0.02999771:409.9271:-0.0005904243:0.1174196:6.981032E-05:0.9930822
8.711,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.0300011:410.2547:-0.0006029749:0.09350538:5.662951E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
8.760,Terrain,28274,None,True,262.9716:0.01969618:450.5667:0:0.9938502:0:-0.1107332,255.3323:-0.03000116:410.2547:-0.0006029756:0.09350538:5.662958E-05:0.9956186,253.3116:-0.02999756:407.9565:-0.0005651596:0.111238:6.32598E-05:0.9937937,253.2251:-0.02999762:409.9271:-0.0005904233:0.1174196:6.981019E-05:0.9930822
